id,price
0,423341.9899927933
1,91249.31217301959
2,527436.1364572283
3,215114.9938774116
4,156360.65987699424
5,208638.5385974568
6,341614.1115770277
7,148022.55595960486
8,150542.26689053362
9,103436.62136615039
10,162756.44749687423
11,95534.35901564627
12,283455.1481538216
13,256863.04946543276
14,105342.48093286478
15,338988.9996906446
16,249218.21226906386
17,299295.6866471726
18,132348.00771430752
19,150515.42470318594
20,262386.2190833502
21,166315.9147600893
22,163722.69542807958
23,121887.40616747718
24,230123.14413771481
25,175694.30887495884
26,111124.58714150864
27,87619.8816647022
28,155595.39752790285
29,268594.5814687529
30,199749.3477629854
31,145124.913173886
32,253178.13898624008
33,326323.9640814398
34,141006.5213594331
35,156136.12549180968
36,330074.9694667358
37,188157.17544992888
38,109868.67967564602
39,133563.52177215932
40,202879.89386302477
41,167957.52402210108
42,251407.53888913488
43,146670.4050317458
44,156931.32841115652
45,115448.79423331608
46,112459.44220837906
47,260618.78504155838
48,79360.48083333501
49,182656.08359673174
50,242971.4590624132
51,132129.6718936704
52,151045.7286447076
53,162858.28237204876
54,229790.9625269331
55,194703.77614859858
56,125038.65190501495
57,184812.7148598956
58,99559.43527121033
59,107576.50618319836
60,247914.9831149332
61,547003.8816326372
62,226062.6114790532
63,365540.02495122555
64,115476.14183221351
65,140956.1323108906
66,194909.91520714326
67,325550.45876897563
68,158624.52039043186
69,117382.46662994487
70,348436.44089801604
71,368165.53349108656
72,169197.0841777825
73,157302.11656186573
74,139912.23109338921
75,414377.5297830349
76,211604.04250041087
77,133620.1404022932
78,226314.99517551466
79,93575.7089431134
80,148935.55479155976
81,210317.8875637454
82,244669.63134023242
83,199470.42118276315
84,250323.00389588185
85,159498.9666913398
86,199238.17793904393
87,201776.52823397116
88,276922.6391035739
89,310512.9598674041
90,111089.10090849784
91,104711.26560024652
92,162793.97210785572
93,142422.58413315506
94,255724.08640673073
95,123677.19689968282
96,341144.93677854567
97,282681.53251986066
98,276717.81113400887
99,207575.4476651018
100,96638.47997961522
101,94184.38162584623
102,85118.29789208238
103,291814.87434824964
104,168441.1022894904
105,277871.729853819
106,186580.59772843303
107,248730.50508839852
108,164670.58999743982
109,210932.95107755938
110,158366.59097946913
111,161007.59463036395
112,178848.85260882557
113,152083.6870482568
114,139671.77871659864
115,78888.58253849692
116,196908.3035564287
117,135318.9576398003
118,361221.63871425483
119,160378.8558067317
120,117983.00658023279
121,272316.1857582384
122,417690.6283260218
123,117383.27022158509
124,154488.69598338607
125,467459.59908837674
126,216598.7088664918
127,204841.84314574036
128,178560.7987643603
129,152776.01337728353
130,178879.26684139972
131,137580.44462692973
132,189629.16987816125
133,137533.60376679956
134,163348.09432148503
135,223079.7219414578
136,272988.89613499795
137,130957.75303352985
138,77773.6538410032
139,239926.8866321835
140,126492.40488223828
141,235530.3755519393
142,165752.68794881096
143,294034.94011505955
144,227689.54903254344
145,181244.37774918563
146,148133.49411837003
147,158000.2246537729
148,482473.1655511354
149,130615.48217638716
150,234640.42113110336
151,300424.4867420162
152,248237.79022449732
153,292573.6875427668
154,228765.79075345254
155,106199.27084962484
156,102037.30413103304
157,264884.2887634042
158,130855.94576224683
159,467247.9621254279
160,240778.16790316306
161,279462.9070985279
162,264097.82654451655
163,237878.94276596216
164,332712.3566789284
165,72194.59122254973
166,413544.4971530271
167,206256.27493870462
168,124313.76885062498
169,149609.2072386095
170,366466.3343537866
171,182998.84403067245
172,400132.7318276189
173,145387.81135987572
174,110679.85993430765
175,392969.61666256783
176,142304.14667046373
177,159287.55514580975
178,270890.6218665346
179,226035.7017612421
180,101892.13439340513
181,130230.92137206026
182,149036.41990763973
183,358920.048805514
184,336275.5141506357
185,275265.73147952504
186,188862.81486249896
187,116905.63301647465
188,105497.77896350174
189,125748.57409409448
190,61567.75081738181
191,181994.684959561
192,288816.67467080266
193,288508.16504036234
194,153026.3079254488
195,73261.05659363302
196,200324.99947037917
197,101944.53372715441
198,115467.72670861323
199,154407.6898411467
200,298322.08025694574
201,81778.05922298509
202,69977.15079835648
203,181566.31564470637
204,101631.00246447591
205,154762.03850410707
206,96749.61140994716
207,129088.90282919613
208,64675.36482447838
209,182316.52436980128
210,191642.7302901286
211,171690.6551312396
212,90736.10885203784
213,200367.05772649407
214,395623.04854045174
215,145974.23797118964
216,81185.4698206377
217,345639.5070578601
218,247466.8924590138
219,234296.82449820673
220,260447.02167794647
221,237557.76440369658
222,233561.8977067383
223,193340.89700384458
224,121785.14989696362
225,279545.3574293451
226,116595.49722098646
227,150027.24375268206
228,73929.03220153782
229,306219.09155740874
230,220323.14926028758
231,225590.35262249672
232,113434.64910260786
233,197797.8742735852
234,295380.6762738382
235,463815.0311084116
236,226503.5238032774
237,68740.58469972214
238,332639.8826788748
239,191622.7322087781
240,145320.79412606073
241,182651.43399328657
242,416136.6342306884
243,379489.44851641584
244,93350.18754538681
245,253721.0097030031
246,157526.4754309689
247,273572.7259284789
248,179727.8960650102
249,101592.36023956987
250,143502.78031458173
251,188256.13023039314
252,305355.5792942169
253,174532.1795477138
254,88670.16827430307
255,243747.2330474246
256,190174.65369706837
257,474173.97830512724
258,90311.87475538229
259,429618.80642293754
260,177837.06916102534
261,316639.0491045046
262,204576.295927355
263,408632.3649886537
264,133811.813668868
265,243429.99643332258
266,191668.45065223365
267,164041.1014661396
268,108700.85019893135
269,271433.7118474668
270,334942.55946703005
271,443737.99922428606
