id,price
0,477951.45060735557
1,91930.47672071563
2,387797.23672315804
3,215221.76201037384
4,174805.11715021633
5,188733.5801909994
6,318923.99412258907
7,148978.7184806724
8,146842.10820729274
9,111019.38158469653
10,167816.56013269877
11,101247.26494278839
12,282691.05460479774
13,249084.74033719566
14,108733.18713144618
15,302222.52249556966
16,302573.69819248124
17,301745.02674885374
18,133805.27736046616
19,150581.10274766572
20,271396.55570336606
21,171997.97338993047
22,162516.38536101885
23,130069.2216295914
24,228382.15789599332
25,178530.99146473483
26,107810.2524923682
27,85757.388165383
28,148433.29556985703
29,293279.3525610466
30,208546.5294440502
31,137578.6539290431
32,234994.70316725082
33,333353.0518434939
34,141831.48522548238
35,153626.364105221
36,312559.5842770963
37,184712.53944373917
38,89780.88414682109
39,141645.78783488247
40,201643.35233914765
41,162854.75616071184
42,256853.88380061337
43,143922.47108204107
44,162992.41195708248
45,105507.28154212247
46,112293.863815857
47,251452.47130208812
48,82773.27956352466
49,188154.15245333945
50,256068.80240811093
51,131835.9336335269
52,141727.0619539528
53,148065.34603706212
54,230227.5728826878
55,213572.9612072922
56,121344.86700651447
57,181458.7579557796
58,96023.4113575762
59,104175.87569823468
60,252916.04443838898
61,519584.07664569357
62,228904.7327894266
63,395256.8829288263
64,106758.02645517669
65,134869.6540389224
66,181740.93263955522
67,340995.56550737994
68,158273.62576717263
69,112142.19129572801
70,364467.6372392206
71,363763.7123424245
72,169635.85289769017
73,147224.50602726825
74,141804.41903514307
75,383285.6883877842
76,210968.28282109633
77,115623.79283312392
78,212862.47905782177
79,97840.12905540987
80,143177.40312536492
81,178550.15863676174
82,228328.17192842302
83,230687.99268160126
84,236565.83170714666
85,160988.7601848614
86,204426.18216186028
87,206414.3661336458
88,294565.99588114425
89,334510.3668499279
90,114976.31146176766
91,105065.66516127744
92,181312.3103520172
93,95907.50077378526
94,254268.24262373202
95,119324.07731482839
96,316531.09090992756
97,302677.65204256907
98,246155.1734768707
99,228200.86252115338
100,93558.50402150667
101,137339.79862309727
102,85076.9065797658
103,302518.66503670707
104,163057.7015898219
105,269249.48036763136
106,173113.85084056942
107,263084.26479376573
108,178487.8006386193
109,214262.5369405382
110,171609.93088134538
111,166356.7057139806
112,171053.85550184702
113,153518.42870614986
114,139662.49502659726
115,75298.67040936502
116,253851.10552565727
117,129325.27133308307
118,371993.6911992857
119,165766.0572434542
120,117225.79266381824
121,277481.83616886346
122,419508.67224757303
123,128808.50554475676
124,156485.87488703278
125,465108.6917218656
126,226663.061882084
127,233458.7796569682
128,172826.604246886
129,151969.76184754234
130,174087.07706881233
131,143754.59995465717
132,185604.32302643545
133,150558.8409980017
134,148961.40846896876
135,230781.41283581706
136,273551.94438764
137,133552.8080717795
138,86521.77792029172
139,233097.71786173832
140,127880.39283329748
141,239133.6931091983
142,155634.4384410101
143,289215.1649881201
144,234999.05059145144
145,161070.16930556306
146,143897.93995987967
147,146992.05322110845
148,483878.81453123497
149,125779.35484825182
150,258123.4849592822
151,329334.4347448729
152,322945.8853344946
153,277569.02972537605
154,224795.9887800212
155,109246.60567732411
156,107643.46539799118
157,267041.7397352716
158,126998.85747961748
159,455357.55912450753
160,216818.28799929415
161,284607.3553155629
162,270128.276214852
163,229324.25484918462
164,410439.27093992237
165,83468.91403999046
166,610213.0675866497
167,201561.26482579904
168,112061.32671811258
169,155345.28419158046
170,367568.97152401676
171,189243.44066960234
172,445755.42390854994
173,141180.06106963172
174,102638.74314130991
175,418685.7779832708
176,142904.04205093265
177,165482.60497341122
178,259522.57444026598
179,225237.69031069858
180,95149.12761308614
181,143266.08757338393
182,147976.44843873297
183,388277.66727690725
184,350114.9000278052
185,273853.2146853466
186,181123.62659951183
187,125709.20849435756
188,116103.60614640354
189,122089.211915124
190,77061.34634514546
191,184503.8417468293
192,340605.5574970973
193,300659.77202220686
194,145652.85256947795
195,80954.7279360293
196,210009.75630951283
197,99583.58827027898
198,90803.82408420797
199,152018.08193065185
200,288320.9767779725
201,82627.85595557376
202,82136.89696948417
203,177817.55962150867
204,102846.09816793184
205,158388.36988560378
206,101349.80707676624
207,121516.8504665942
208,68731.44889076288
209,189326.66340953502
210,182234.26198131146
211,172591.5139727137
212,92369.38521872695
213,202465.96110830427
214,309924.89047901006
215,146439.3971050317
216,77243.04288644013
217,365884.26359279896
218,226556.69250812422
219,241031.95867162623
220,250084.03125182335
221,251334.75255887766
222,213852.50543234003
223,197696.88971172864
224,128754.4043333034
225,288824.42014422634
226,114270.24090670391
227,151690.0571160451
228,61123.92045141458
229,288052.5591925057
